slovo,$F-Factor-1,$F-Factor-2,$F-Factor-3,$F-Factor-4,$F-Factor-5
"I",-0.008196,0.183675,2.030814,-0.596129,1.502581
"L",0.856802,0.605133,-0.198008,0.702308,-0.643582
"S",0.564680,0.168798,0.414326,-0.876642,1.589421
"L",0.445533,0.343820,-0.143154,0.584989,-0.188751
"Y",1.322304,0.973438,0.148378,-1.119911,0.215742
"E",0.421001,-0.581884,0.412423,1.178332,-1.015877
"D",0.322520,0.002346,-0.366344,-0.396200,-0.991444
"A",-0.916184,-2.169382,0.234734,-1.734659,1.353428
"T",0.045734,2.004440,0.704761,-0.989010,-1.012966
"Y",0.180880,1.647238,0.580758,0.898499,-0.049046
"C",0.484584,-0.083745,-0.242403,0.662916,0.051418
"V",-0.127821,2.022509,-0.135286,0.011240,0.982135
"D",0.249648,-0.082481,0.074054,1.413236,-0.602614
"W",1.013870,-0.182406,-0.879630,-0.363567,-1.698879
"C",0.231964,-0.122838,-0.431730,0.679763,0.316977
"U",0.662122,-0.032347,-0.690158,0.433582,-0.125702
"Q",0.668831,-0.494984,-0.388893,1.029782,0.075507
"V",-0.652726,1.412793,-0.700660,0.068339,0.320266
"T",-0.755056,1.191535,0.417689,0.042827,0.365569
"Z",-0.939821,-0.577460,0.655976,0.723914,-1.894210
"Z",2.512843,-0.730538,2.014179,0.260303,0.910847
"T",0.721329,2.998649,0.739913,-0.747196,-0.431455
"N",2.642698,-0.834376,0.981054,-2.590212,2.906736
"S",0.061986,0.671468,0.985367,0.040086,-0.171920
"N",-1.102690,0.514800,-0.850625,-1.224386,-0.587797
"F",-0.523265,2.047080,0.567954,-0.033126,0.092413
"I",-1.799120,0.221890,1.374827,-1.026863,0.986159
"X",-1.284278,-0.491983,0.456629,0.222736,-1.268268
"Q",-0.379280,-0.682934,-0.644072,0.295253,0.213997
"E",0.589919,-0.880978,1.219685,-0.302632,-0.104635
"T",0.159854,1.886680,2.107447,-0.407773,-0.641342
"U",-0.210552,0.046622,-1.753649,1.501621,1.772443
"V",-0.389617,1.321154,-0.571982,-0.154722,0.076070
"A",-0.435258,-1.388780,-0.473550,-1.280351,0.504850
"V",-0.904836,1.895827,-0.212393,-0.306800,0.408756
"Z",0.610535,-0.151730,-0.004451,0.310987,-2.053867
"Q",0.302604,-1.014726,-0.905566,0.319686,-0.335450
"U",-1.925325,0.397998,-1.841021,0.368620,0.517936
"A",-1.399368,-2.068254,-0.055947,-1.980625,0.796889
"G",0.021563,-0.165228,-0.085561,1.023572,0.517065
"D",0.799570,0.315470,0.839850,-0.611749,-0.982986
"Y",0.209635,1.071400,0.555336,-1.022882,-0.351137
"O",0.903610,-0.673797,-1.697757,-0.684407,-0.311822
"M",0.065583,-0.025729,-0.674101,-1.189642,0.464423
"K",-0.521158,-0.392781,-0.008502,1.598662,-0.087675
"V",-0.445121,1.587481,-0.902856,-0.360628,-0.124180
"R",-0.920640,-0.976251,0.021829,-0.320676,-0.515758
"R",0.405137,-1.279266,0.616650,-0.423433,0.070307
"L",-1.379709,-0.807709,-0.116528,-0.213999,-1.376253
"A",-0.684562,-1.516434,0.053884,-1.514234,0.222666
"Q",0.443670,-1.415166,-0.185708,-0.051778,-0.327889
"P",-0.115932,1.724126,-0.064672,-0.321605,-0.279544
"H",1.890568,-0.220946,0.608126,-0.644365,-0.098256
"I",-0.612059,-0.142058,1.661956,0.089144,-0.407644
"J",0.461358,-0.334080,1.651203,-0.814436,2.184868
"F",1.278666,1.266657,1.553797,-0.731654,0.170057
"K",-2.101095,-0.760409,-1.356141,0.652280,0.695619
"Q",0.521487,-0.551217,-0.451443,1.159406,0.165119
"C",0.112906,-0.531744,0.137996,2.147400,0.506479
"T",-0.934452,2.275459,0.568271,-1.056232,-1.003721
"B",1.363137,-0.729547,-0.006014,-0.227473,-1.043926
"J",-0.386073,-1.910870,0.437717,-0.405104,3.775999
"K",-0.533622,0.033467,0.660132,-0.037440,0.561959
"X",-0.710379,-0.500336,0.739858,0.552021,-1.387042
"N",-0.682213,-0.456476,-2.739556,0.300634,0.606836
"W",-1.020154,1.488353,-1.504525,-0.497676,0.271640
"H",-0.531052,-0.353874,-0.694635,-0.329189,-0.718960
"Z",-0.884080,0.353762,1.679096,-0.268291,-0.777708
"W",0.891905,1.379087,-1.039851,-0.668389,0.635627
"I",1.433227,0.267914,1.918025,-1.019660,0.178579
"W",0.871631,1.587593,-1.317126,-0.204588,0.338130
"Y",0.029467,1.549097,-0.651117,-0.322472,0.911831
"N",-0.172554,0.390974,-0.870729,-0.681122,0.110777
"S",-0.566553,0.044441,1.451765,-0.445941,-0.355202
"W",0.750110,-0.470654,-1.301142,-0.279253,0.230945
"Y",-0.772470,2.249750,0.883618,-0.240366,-1.034173
"S",-0.023846,0.592928,0.382843,-1.320908,0.845913
"E",0.093628,-0.279612,1.282142,3.766464,0.539301
"X",0.159314,-0.260543,-0.200807,0.174866,0.342605
"V",0.227537,1.958797,-0.541827,-0.138775,0.314814
"M",0.107301,-0.117515,-1.211426,0.377961,-0.465073
"L",-2.039841,-1.025484,-1.263532,0.310540,-1.161762
"J",-0.890225,-2.187368,1.139620,-1.740068,2.120765
"H",-0.081538,-0.226436,-2.653542,0.219787,1.542697
"P",0.520442,-0.155720,1.155853,-1.573714,0.220297
"S",-1.346771,-0.077018,0.876275,-0.123420,-0.724323
"C",0.095135,0.930951,0.961483,2.285568,1.990616
"T",-1.667478,1.193501,0.079958,-0.029766,-0.482401
"D",-0.220205,-0.187263,-0.250598,0.704648,-0.684159
"Q",0.336801,-1.661896,0.596693,-0.120642,-0.101661
"D",-0.653933,-0.525332,0.486021,-1.034124,-0.519143
"A",-1.843738,-1.412897,-0.630231,-1.856611,0.172065
"V",0.230629,1.477858,-0.719532,-1.244063,-0.097745
"R",-0.285222,-0.416546,-1.000944,0.841799,-0.555797
"O",-0.629035,-0.264323,-0.694016,0.508881,-0.552472
"S",0.236901,-0.525436,-0.095274,0.812549,-0.886905
"E",-0.161627,0.850523,-0.384267,0.390388,-1.458419
"P",0.624162,-0.013715,1.139567,-1.212814,-0.650548
"V",1.205448,1.827133,-0.509026,-0.535352,0.098264
"N",0.764316,0.040268,-2.428918,0.049429,0.965241
"G",1.115543,-0.303980,0.317860,1.592344,1.580547
"H",-0.491461,-0.457580,-2.011557,0.221113,0.937790
"G",-1.362978,-0.521110,-0.462530,0.499603,-0.421605
"Y",-0.306673,1.599505,-0.255759,-0.038445,0.909507
"K",1.444250,-2.126327,-0.022976,-1.069469,-0.018773
"Q",1.095231,-0.419193,-0.584183,0.548371,0.067897
"O",0.564878,0.422012,-0.525297,0.269099,0.737702
"A",1.326311,0.698186,-0.848814,0.315300,-0.030173
"L",0.698760,-1.380034,1.788241,0.401775,0.987330
"E",-1.074868,0.147221,0.929589,-0.465754,-0.052479
"F",0.151379,2.411487,0.728290,-0.266675,0.155020
"W",-0.588915,1.176669,-1.864293,-1.051593,-0.245375
"Z",-0.700499,-0.414740,2.366155,1.482942,-1.339670
"E",0.858370,-0.803325,0.552416,1.215096,-0.691836
"E",1.505183,0.054475,1.353586,0.275771,0.517196
"R",-0.300366,-0.911104,0.124370,-0.643987,-0.442964
"A",-0.257667,-1.365482,-0.240287,-1.205655,0.455197
"W",-0.288875,1.131073,-1.758463,-1.030270,-0.083758
"V",-0.368760,2.428843,-0.291302,0.348944,0.699121
"S",0.578031,-1.237626,1.387291,-0.037417,0.325729
"U",0.890279,0.741815,-0.058363,1.613655,1.336489
"B",0.314144,-0.449906,-0.102721,1.067663,-1.136104
"J",-1.577439,-0.988858,1.062875,-1.794665,0.392802
"X",-1.745615,-0.435767,-0.218839,-0.537657,-0.784010
"W",1.561965,0.952675,-1.341412,-1.050300,-0.151597
"X",0.052863,-0.194217,-0.181058,-0.232257,-0.189704
"B",0.589283,-0.934289,0.251442,-1.120517,-0.445049
"L",-0.215774,-0.652212,1.118326,1.190662,-0.077619
"O",-0.772235,-0.256819,-0.529430,-0.241440,0.159634
"W",1.393604,0.932040,-1.316206,-0.818709,0.055359
"E",0.045207,-0.033271,1.468760,3.798169,0.314159
"R",-1.716833,-0.749208,-0.974457,0.505325,-0.739415
"M",0.662018,-0.448783,-2.569634,-0.034068,1.742294
"D",0.952579,-0.436281,0.499357,-0.952654,-0.269991
"U",1.132213,0.377564,0.745158,0.352452,0.106293
"F",0.999285,1.525035,1.549445,-1.144012,-0.442249
"H",-0.605209,-0.414031,-1.966682,-0.261449,0.772769
"C",0.442694,1.379182,0.934748,0.918377,1.167155
"C",-1.489091,0.071055,-0.068947,1.503449,0.345443
"O",-1.583250,-0.460319,-0.491916,-0.188592,-0.580042
"A",0.652655,-2.110449,0.646410,-1.649530,1.383136
"A",1.740041,0.027090,-0.419045,0.008207,-0.729052
"W",1.628188,1.970795,-0.989794,-1.118748,-0.164971
"N",-0.271679,-0.449128,-2.938127,0.392098,0.691814
"F",-0.049370,1.793461,0.371957,-0.142179,0.279937
"J",-0.732978,-1.131410,1.392026,-0.260821,2.086622
"G",-0.013536,0.111005,0.244545,1.508672,0.753218
"H",-0.270357,-0.182399,-0.618545,0.982557,-0.035244
"S",-0.121883,-0.225831,0.789567,-0.345866,0.153172
"U",-1.907210,0.535809,-1.892115,0.387148,0.599877
"O",0.619886,-0.172276,-0.071799,0.215454,0.951640
"N",-0.155933,0.674958,-0.717787,-0.945735,-0.506773
"H",-0.330394,-0.321877,-2.573185,0.116982,1.343900
"V",-0.740135,0.963897,-1.097185,0.054046,0.047554
"T",0.359234,2.098760,1.535661,-0.894179,0.082637
"U",2.178543,-0.448467,-1.300242,0.046282,-1.065204
"B",-0.717318,-0.490799,0.622733,-1.277841,-0.722804
"R",-0.028290,-1.246101,0.399735,-0.677793,-0.335911
"S",0.620843,-0.327167,-0.051209,1.118663,-0.615499
"F",-0.869968,1.961866,0.469096,-1.164929,-0.114330
"M",0.771575,-2.694412,0.013293,-2.729929,2.508060
"H",-0.881609,-0.130017,-2.555132,0.260747,1.106510
"B",-1.556842,-0.353218,-0.326289,0.291256,-1.823612
"K",-0.546265,0.388549,0.645472,0.616291,0.863961
"E",0.334240,-0.115608,0.879250,1.553671,-0.101571
"J",0.224105,0.567144,2.098562,-1.303437,0.977542
"A",0.015861,-1.959661,0.134223,-1.758480,1.114791
"R",-0.156610,-0.417235,-1.175538,0.867532,-0.741430
"S",-0.083406,1.058885,1.150430,-0.556724,1.419089
"K",-0.799406,-0.500735,-1.583436,1.110650,1.401029
"W",-0.402807,1.741224,-1.008384,-0.886005,0.068113
"J",0.845623,0.812096,1.616993,-0.342749,2.135450
"U",-0.353321,0.291941,-0.541335,0.299418,0.061226
"Z",-0.247052,-0.368944,2.417548,1.516740,-1.052084
"F",-0.187328,1.482921,1.144061,-1.261806,-0.526007
"L",-1.193658,-0.843268,-0.099294,0.080206,-0.572326
"L",-0.383096,-0.942057,0.114485,1.659250,0.369517
"D",-0.166146,-0.197681,-0.468442,-0.404357,-0.765279
"U",0.490037,0.367861,-1.744084,1.595459,2.126807
"S",0.081047,-2.141220,0.608415,-1.050526,1.627071
"U",-0.724287,0.629216,-1.047368,0.299203,-0.046617
"L",-0.861955,-1.065578,-0.326532,1.444164,-0.263048
"K",0.814756,0.516766,0.202155,-0.311249,0.681056
"Q",-1.154309,0.240016,-0.853218,0.137584,-0.252112
"T",-1.161709,1.441940,0.566572,0.053864,0.413417
"U",-1.183499,0.914422,0.096552,0.362197,0.995713
"H",-0.801378,0.075601,0.436398,-0.762062,-0.284023
"Y",-0.824012,2.202399,1.089271,-0.233615,-0.724112
"I",-1.328483,-0.244483,0.951393,0.188337,-0.372932
"V",-0.346438,1.095580,-1.039791,0.148614,1.264938
"I",-0.581755,0.098569,2.153922,-0.422762,1.261267
"E",-0.952448,-0.282560,0.694555,3.153526,-0.128351
"Q",-1.476796,-0.289718,-0.856587,-0.286161,0.002333
"K",0.520196,-0.277832,0.860936,-0.289420,0.593846
"C",0.298503,1.458267,0.793798,1.210389,1.488866
"W",-1.325068,0.372726,-2.099592,-1.396647,0.362912
"Z",-1.079774,-0.161491,0.464167,1.389646,-1.720119
"M",1.760057,0.438454,-1.329072,-1.575044,-1.511788
"N",0.020067,-0.465507,-2.897427,0.568750,1.065168
"G",-0.978690,-0.677291,-0.464106,1.069617,-0.204953
"F",0.359755,1.404901,1.036294,-1.262858,0.226935
"Y",0.488729,0.675237,-1.121673,-0.399928,-1.366732
"K",-0.028976,-0.121742,0.708835,0.353712,0.929949
"E",-1.133878,0.137554,0.928425,-0.321242,-0.382178
"F",-1.105112,1.455368,0.462978,-0.156179,-0.687483
"G",-1.368431,-0.556313,-0.598372,0.608451,-0.561920
"P",1.540400,0.442947,0.028653,-0.847663,-1.273849
"H",-0.886353,-0.463095,-1.888100,0.212331,0.467106
"Z",-0.324370,-0.036753,0.779433,1.824196,-0.881211
"O",-0.209122,-0.138074,-0.347580,0.807762,0.314628
"B",0.316289,-0.294665,-0.243486,-0.050835,-0.979112
"M",-0.433216,-1.228404,-0.302789,-2.065206,0.508604
"L",-0.558977,-1.099173,-0.241271,1.711348,0.178710
"W",0.550607,1.605804,-1.180411,-1.259371,-0.748675
"M",2.576282,1.109517,-1.851498,-0.190447,0.460788
"L",0.602231,-0.479950,1.184498,0.848964,0.424494
"E",0.262750,-0.130152,1.672142,3.788015,0.034623
"U",-0.355612,0.185316,-2.039952,1.194416,1.519557
"X",0.438934,0.847026,0.748026,-0.190439,-0.050694
"Q",-1.564719,-0.154689,-0.880265,-0.338087,-0.120835
"M",1.235112,-0.810976,-0.302099,-1.551580,0.533198
"B",1.015623,0.125382,-0.928494,-0.722428,-1.686685
"U",1.714348,-0.666003,-1.223144,-0.303386,-1.262219
"P",1.669887,0.165406,0.500222,-1.474575,0.676982
"V",0.408637,2.160881,0.073122,0.883643,1.684198
"X",-0.665596,-0.280333,-0.302089,-0.103967,-0.209955
"C",0.328142,0.623687,0.197691,2.132956,0.844680
"B",1.402448,-0.440014,-0.738813,-0.576050,-1.581303
"N",1.405941,0.190936,-0.215761,-0.422024,-1.325170
"Y",-1.138401,1.293908,-1.074219,-0.636051,0.215941
"X",-1.491316,-0.526507,0.437516,0.229691,-1.212316
"X",0.514530,-0.832680,0.276697,0.772203,-0.920161
"G",0.758800,-1.183382,-0.015208,-1.427573,0.163686
"C",0.306444,-0.390610,-0.560081,1.074477,-0.706619
"C",-1.062215,-0.365688,0.114769,2.211542,0.503941
"V",-0.140011,1.104722,-0.888639,0.167262,1.563619
"Q",-0.427950,-0.626096,-0.439412,0.726677,-0.929694
"D",-0.762523,-0.101057,-0.443288,-0.256148,-1.236002
"I",1.122704,-0.201160,1.109886,-0.315688,0.171620
"U",-0.555831,0.322682,-1.961929,1.239132,1.358400
"B",0.259782,-0.726546,-0.371864,1.692109,-1.529224
"U",1.114395,1.247304,0.548127,1.034755,1.433841
"E",0.562081,-0.201959,1.042833,-0.004495,0.521408
"C",-0.238185,-0.312284,0.356907,1.739123,0.255074
"V",0.289952,1.112688,-1.357881,-0.489475,-0.442714
"A",-0.770133,-1.974301,0.573864,-1.485638,1.123441
"W",0.786189,1.357430,-1.228934,-0.096992,0.637493
"J",-0.219552,-1.870383,0.626094,-1.137265,2.974983
"N",1.764639,0.487361,-0.717621,1.472204,0.912511
"S",-0.977340,-0.083645,1.261606,-0.650589,-0.749592
"O",-0.376882,-0.321405,-0.237370,0.246064,-0.187294
"F",-0.295823,2.288778,1.047414,-1.043152,-0.701048
"M",-0.102846,-0.311387,-2.867244,-0.379372,1.420913
"D",-0.050446,-0.238695,0.105501,1.209740,-0.662591
"X",1.685790,-1.090476,0.122468,1.040267,-1.347020
"P",1.276526,1.655576,-0.014684,-1.237861,-0.919653
"W",0.864051,1.883291,-0.651592,-0.642143,0.387785
"J",-1.118805,-2.144139,0.302067,-1.021970,2.801477
"S",0.257003,-0.986039,-0.175212,-0.341710,-1.570386
"A",-0.598126,-1.765986,0.236635,-1.554259,1.094432
"M",0.642138,1.039263,-0.160482,0.874989,2.050101
"H",-1.765748,-0.355553,-2.092732,-0.485291,0.298960
"T",-1.044811,1.282965,0.129549,-0.046012,0.486284
"N",-1.118796,0.059315,-0.818233,-0.781138,-0.249476
"L",-0.757052,-1.074046,-0.442107,1.516968,-0.207336
"G",0.977017,-1.197249,-0.239285,1.295828,-0.971766
"L",-1.423970,-1.283004,1.372752,0.012114,0.271680
"D",0.892185,-1.104650,1.065565,-1.317972,0.157543
"L",-1.270047,-0.900777,0.390932,0.461834,-1.015865
"U",0.039263,1.042911,0.344597,0.623108,0.737381
"T",-1.122897,1.189222,0.376902,-0.191614,0.308479
"P",0.260015,1.680657,1.329718,-0.036834,-0.643662
"Z",0.579439,1.085807,1.830319,-0.033278,-0.802611
"X",0.055960,-1.566616,1.371504,-1.531880,-0.368323
"L",-1.038242,-1.171725,1.430347,0.236551,0.421078
"E",-0.283380,-0.650847,0.666643,1.452726,-0.997719
"A",-0.100766,-2.090985,0.344112,-1.898786,1.397124
"W",1.756815,0.370462,-1.474486,-0.644506,-0.837566
"P",0.828578,-0.145587,0.879691,-1.361914,-0.398136
"W",-0.326366,0.767099,-2.136200,-0.646473,0.522930
"W",2.522142,-0.081689,-1.206073,0.408815,-2.054231
"J",-0.999397,-0.692813,1.778085,-1.807110,0.278954
"F",0.034928,2.073484,0.780132,-0.906587,0.005358
"Y",0.609781,2.529214,1.127190,0.442277,0.475756
"F",0.323818,-0.117913,-0.666733,0.543741,-0.976884
"T",-0.763787,2.276024,0.953781,-0.706699,-0.885562
"N",-0.448875,-0.449140,-2.604803,0.362569,0.888425
"I",-0.135519,0.139524,2.020891,-0.520791,1.450155
"M",1.192012,0.119771,-0.864518,-0.232936,1.231558
"L",-0.380565,-0.652411,0.991819,0.946598,0.010422
"Q",0.273859,-0.500256,-0.378153,0.772178,-0.264649
"V",0.560450,1.081233,-0.358528,0.500420,0.735412
"M",1.873775,0.027729,-1.267038,-1.326558,-0.973575
"Y",-0.951281,1.819808,-0.109304,-0.027487,0.894515
"Q",0.409617,-0.999002,-0.242955,0.783585,0.000048
"A",-0.642349,-1.364552,-0.432458,-0.879187,0.083486
"F",1.046591,1.013526,0.565566,-0.646941,-1.029574
"R",0.298383,-1.390392,1.094012,-1.007298,-0.206643
"X",1.005663,0.202187,1.495147,-0.413153,0.517041
"X",-0.006492,-0.383352,1.297424,-1.063457,-0.205204
"B",-1.108980,-1.024993,0.734758,-1.130145,-0.693974
"N",-0.699040,-0.437721,-2.716529,0.074073,0.771996
"F",-1.443285,1.531057,0.397722,-0.634278,-0.913695
"I",0.511775,-0.383184,1.491108,-1.094796,0.050889
"Y",-0.308817,1.988110,1.149385,-0.312111,-0.091743
"A",1.493475,-1.954271,-0.086217,-0.492682,2.100458
"Z",0.004626,0.025048,1.906076,0.400032,-0.100454
"F",0.488273,-0.362031,1.089623,-1.353673,-1.176694
"G",-1.211706,-0.202501,0.035502,0.699263,0.038760
"L",-0.083245,-1.546396,1.204748,-0.311280,0.674826
"T",-0.424441,2.365377,1.188643,-0.930192,-0.520163
"J",1.222264,-0.053935,0.103779,0.330938,0.505363
"F",-0.686381,1.717085,0.945520,-0.394142,0.317080
"S",-0.104487,-0.711474,0.680553,2.402624,-1.344327
"V",-0.902249,1.491514,-0.846208,-0.440160,-0.091763
"E",0.880591,-0.414788,0.555024,0.506359,0.104477
"P",0.333723,0.780658,-0.438799,0.667295,-0.348243
"R",0.957529,-0.757961,0.297000,0.543531,-0.192014
"K",-1.028818,-0.436031,-1.489279,1.473844,1.049866
"A",-0.135469,-1.311497,0.127966,-1.315394,0.378102
"L",-2.149643,-1.082637,-1.247688,0.443964,-1.153557
"R",-1.149001,-0.485428,-0.707021,-0.445121,-0.889373
"P",1.037052,0.018086,-0.362667,0.985272,-0.447271
"N",-0.038267,-0.467341,-2.931115,0.553267,0.994770
"E",0.005343,-0.691701,0.413614,0.140596,-0.352000
"K",0.435120,1.088938,0.773907,0.927755,1.343364
"E",-0.043963,-0.594854,0.221325,1.062778,-1.014405
"I",0.538816,-0.113015,-0.189892,0.095196,-0.656972
"D",1.242494,0.159674,-0.188815,-0.397098,-0.475617
"V",-0.150125,1.002003,-1.061783,-0.345742,1.008412
"X",-1.577960,-0.437708,-0.472454,-0.503630,-0.695396
"X",0.430288,-0.195069,0.060607,-0.007471,0.028706
"W",-0.853329,1.814591,-1.185807,-0.823338,-0.106286
"O",0.407055,-0.242712,-0.268157,1.655873,0.129972
"B",0.780620,-0.014669,0.577106,-0.438844,-1.184995
"T",0.912401,1.678025,1.856203,-0.934011,0.344508
"I",-0.032070,-0.276658,1.289447,0.155858,0.046308
"H",-0.744131,-0.111993,0.464903,-0.549545,0.069551
"B",0.387657,-0.127096,0.768237,-0.620314,-1.166097
"V",-1.119261,2.298823,-0.741871,-0.677517,-0.108556
"P",-0.172721,1.569108,-0.449374,-0.700324,-0.701637
"S",0.607314,-0.319032,1.032742,0.823757,-2.119312
"M",3.490243,-0.021984,-2.275921,-0.330267,-1.518400
"G",-1.971191,-1.090318,-0.446289,0.656788,-0.910860
"P",-0.118162,1.267327,0.380373,-0.837738,-1.094987
"N",-0.030960,-0.340333,-0.331035,-0.319294,-0.123600
"J",-0.304985,-0.928824,2.173539,-1.542410,0.594291
"D",0.302324,0.920946,0.490647,-0.175227,-0.981039
"L",0.282455,-0.746521,1.378213,1.264500,0.013132
"P",1.448694,0.198335,0.789070,-1.481288,-0.256242
"M",2.107098,0.480730,-0.625283,0.735482,1.740033
"V",0.559472,2.236407,-0.161121,0.346222,1.262080
"N",0.369298,-0.411410,-2.990240,0.603376,0.963774
"S",-1.100676,-0.572966,-0.211706,-0.006675,-2.117939
"I",0.762311,0.050913,0.003529,0.274943,-1.526544
"E",1.038640,-0.518141,0.786665,0.546648,0.140710
"F",-1.203644,1.759125,0.235385,0.703015,0.279850
"F",1.070919,-0.224297,1.069647,-1.575164,-0.254318
"W",1.204733,2.164790,-0.584130,-0.402208,0.571837
"K",0.692539,-0.127779,0.558506,-1.224900,-0.210456
"S",0.140055,-0.496366,-0.133724,-0.088774,-1.778294
"A",-1.182442,-1.630797,-0.086104,-1.542214,0.353656
"Y",0.657635,-0.062159,-0.430446,-0.195310,-1.207433
"Y",-1.010938,2.321398,0.954882,-0.499085,-0.712416
"H",-0.146479,-0.368934,-2.285928,0.386568,1.695239
"D",0.981775,-0.171520,0.328326,-0.964060,-0.080937
"O",0.471478,-0.374793,-0.424320,0.062880,0.973396
"M",-0.066075,-0.931672,-1.498158,0.083123,0.930699
"H",1.058229,-0.825134,-1.091457,-0.047785,-1.201713
"U",-1.334500,0.775065,-0.763909,0.378286,0.146579
"W",-2.104468,0.258608,-1.459293,-1.387988,0.173367
"N",0.156731,-0.455589,-3.017453,0.619944,0.858044
"F",0.646055,1.692224,0.614283,-0.041867,-0.110453
"R",-0.177615,-0.807932,-0.809950,0.751000,-0.650317
"V",0.493198,1.464350,-1.231252,0.055557,1.336404
"A",-0.230702,-1.113319,-0.532638,-1.131387,0.835066
"A",-0.761568,-1.709037,-0.044048,-1.538435,0.328209
"R",0.381342,-0.429681,0.116714,0.080688,-0.705520
"T",-2.110828,1.409467,-0.457665,-0.535339,-0.125431
"F",-0.362090,2.225081,0.467029,0.140821,0.257653
"T",-0.942722,1.628596,-0.466882,0.113681,-0.216002
"I",0.084185,0.214092,2.360269,-0.504767,1.633216
"N",-0.424874,-0.427394,-2.781653,0.223108,0.831969
"X",-0.575838,-0.274859,-0.218314,-0.116287,-0.052069
"M",-0.189889,-0.349779,-2.647008,-0.409966,1.504019
"E",0.172733,-0.314621,1.423371,3.860450,0.785557
"N",-0.281295,-0.425532,-2.730676,0.297362,0.955671
"U",0.487182,1.079053,0.387889,0.666519,0.863284
"F",-0.078652,1.506492,1.205971,0.158818,-0.137380
"V",-0.553344,2.064473,-0.392276,0.017469,0.435086
"J",0.036876,-0.313941,1.933313,-1.273984,1.680256
"E",0.383978,1.504872,1.156479,0.910392,0.401089
"M",2.139910,-0.142573,-0.752133,0.383102,-1.551422
"R",0.847317,-1.798995,1.021179,-1.806675,0.131616
"L",0.473945,-1.052519,0.222280,0.827830,-0.058520
"V",0.187146,2.023387,-0.126648,0.684062,1.342392
"R",-1.844713,-0.344975,-1.155986,-0.146388,-0.872169
"L",-1.115381,-0.888709,0.201747,0.311109,-0.951715
"C",0.189062,1.039850,0.764244,0.453505,0.843661
"F",-0.711821,2.186304,0.461187,0.049701,0.657417
"F",-1.470036,0.672559,0.937808,-1.713613,-0.059751
"Q",0.004750,-0.740713,-1.278217,0.885941,-0.253285
